node,year,ri_coverage,scenario,total_cases,outbreaks,vapp
104,1,40,pSIA,0,0,11.94478066
104,1,45,pSIA,0,0,13.30948512
104,1,50,pSIA,0,0,14.67327478
104,1,55,pSIA,0,0,16.0380683
104,1,60,pSIA,0,0,17.40263534
104,1,65,pSIA,0,0,18.76710852
104,1,70,pSIA,0,0,20.13112386
104,1,75,pSIA,0,0,21.49544666
104,1,80,pSIA,0,0,22.8594033
104,1,85,pSIA,0,0,24.22386943
104,1,90,pSIA,0,0,25.58775551
104,1,95,pSIA,0,0,26.9516977
104,2,100,pSIA,0,0,33.98975625
104,2,25,pSIA,1825,2,10.52171594
104,2,30,pSIA,21,2,12.15872726
104,2,35,pSIA,0,0,12.30187825
104,2,40,pSIA,0,0,14.21045839
104,2,45,pSIA,1,0,15.85684912
104,2,50,pSIA,0,0,17.5051779
104,2,55,pSIA,0,0,19.1517973
104,2,60,pSIA,0,0,20.7997825
104,2,65,pSIA,0,0,22.44704801
104,2,70,pSIA,0,0,24.09457193
104,2,75,pSIA,0,0,25.74290113
104,2,80,pSIA,0,0,27.39004145
104,2,85,pSIA,0,0,29.03796514
104,2,90,pSIA,0,0,30.68458599
104,2,95,pSIA,0,0,32.33159929
104,3,100,pSIA,0,0,28.32658834
104,3,25,pSIA,331,3,8.542162734
104,3,30,pSIA,8,2,9.681123722
104,3,35,pSIA,0,0,10.41296553
104,3,40,pSIA,0,0,11.94519753
104,3,45,pSIA,0,1,13.77641601
104,3,50,pSIA,0,0,14.673962
104,3,55,pSIA,0,0,16.03829141
104,3,60,pSIA,0,0,17.40133244
104,3,65,pSIA,0,0,18.7665094
104,3,70,pSIA,0,0,20.13102504
104,3,75,pSIA,0,0,21.49518281
104,3,80,pSIA,0,0,22.85887377
104,3,85,pSIA,0,0,24.22350095
104,3,90,pSIA,0,0,25.58787623
104,3,95,pSIA,0,0,26.95192144
104,4,100,pSIA,0,0,28.32664309
104,4,25,pSIA,0,0,7.405194778
104,4,30,pSIA,0,0,8.889814521
104,4,35,pSIA,0,0,10.47305076
104,4,40,pSIA,0,0,11.9450059
104,4,45,pSIA,0,0,13.22379728
104,4,50,pSIA,0,0,14.6733334
104,4,55,pSIA,0,0,16.03761778
104,4,60,pSIA,0,0,17.40162719
104,4,65,pSIA,0,0,18.76608178
104,4,70,pSIA,0,0,20.13085608
104,4,75,pSIA,0,0,21.4947459
104,4,80,pSIA,0,0,22.85928584
104,4,85,pSIA,0,0,24.22365264
104,4,90,pSIA,0,0,25.58748217
104,4,95,pSIA,0,0,26.95203197
104,5,100,pSIA,0,0,22.653015
104,5,25,pSIA,0,0,5.66325375
104,5,30,pSIA,0,0,6.7959045
104,5,35,pSIA,0,0,7.928555249
104,5,40,pSIA,0,0,9.061205999
104,5,45,pSIA,0,0,10.19385675
104,5,50,pSIA,0,0,11.3265075
104,5,55,pSIA,0,0,12.45915825
104,5,60,pSIA,0,0,13.591809
104,5,65,pSIA,0,0,14.72445975
104,5,70,pSIA,0,0,15.8571105
104,5,75,pSIA,0,0,16.98976125
104,5,80,pSIA,0,0,18.122412
104,5,85,pSIA,0,0,19.25506275
104,5,90,pSIA,0,0,20.3877135
104,5,95,pSIA,0,0,21.52036425
105,1,100,pSIA,0,0,28.3265539
105,1,25,pSIA,7,2,9.036214647
105,1,30,pSIA,0,0,9.216274979
105,1,35,pSIA,0,0,10.57932339
105,1,40,pSIA,0,0,11.94478618
105,1,45,pSIA,0,0,13.31024846
105,1,50,pSIA,0,0,14.67424437
105,1,55,pSIA,0,0,16.03852251
105,1,60,pSIA,0,0,17.40357531
105,1,65,pSIA,0,0,18.76640132
105,1,70,pSIA,0,0,20.1308307
105,1,75,pSIA,0,0,21.4944725
105,1,80,pSIA,0,0,22.85929478
105,1,85,pSIA,0,0,24.2232016
105,1,90,pSIA,0,0,25.58773898
105,1,95,pSIA,0,0,26.95200786
105,2,100,pSIA,0,0,33.98969108
