node,year,ri_coverage,scenario,total_cases,outbreaks,vapp
1000,4,85,pSIA2,0,0,19.25506275
1000,4,90,pSIA2,0,0,20.3877135
1000,4,95,pSIA2,0,0,21.52036425
1000,5,100,pSIA2,0,0,22.653015
1000,5,25,pSIA2,0,0,5.66325375
1000,5,30,pSIA2,0,0,6.7959045
1000,5,35,pSIA2,2,1,8.593785821
1000,5,40,pSIA2,0,0,9.061205999
1000,5,45,pSIA2,0,0,10.19385675
1000,5,50,pSIA2,0,0,11.3265075
1000,5,55,pSIA2,0,0,12.45915825
1000,5,60,pSIA2,0,0,13.591809
1000,5,65,pSIA2,0,0,14.72445975
1000,5,70,pSIA2,0,0,15.8571105
1000,5,75,pSIA2,0,0,16.98976125
1000,5,80,pSIA2,0,0,18.122412
1000,5,85,pSIA2,0,0,19.25506275
1000,5,90,pSIA2,0,0,20.3877135
1000,5,95,pSIA2,0,0,21.52036425
101,1,100,pSIA2,0,0,28.33106218
101,1,25,pSIA2,0,0,8.174066153
101,1,30,pSIA2,0,0,9.517328502
101,1,35,pSIA2,0,0,10.85816099
101,1,40,pSIA2,0,0,12.2023602
101,1,45,pSIA2,0,0,13.54575561
101,1,50,pSIA2,0,0,14.88691632
101,1,55,pSIA2,0,0,16.23050176
101,1,60,pSIA2,0,0,17.57367693
101,1,65,pSIA2,0,0,18.91753631
101,1,70,pSIA2,0,0,20.25999418
101,1,75,pSIA2,0,0,21.60156309
101,1,80,pSIA2,0,0,22.94473196
101,1,85,pSIA2,0,0,24.28826386
101,1,90,pSIA2,0,0,25.63059808
101,1,95,pSIA2,0,0,26.97318912
101,2,100,pSIA2,0,0,28.31626875
101,2,25,pSIA2,4619,2,8.854008944
101,2,30,pSIA2,693,1,9.494069134
101,2,35,pSIA2,21,1,10.85441087
101,2,40,pSIA2,4,1,12.19831348
101,2,45,pSIA2,0,0,12.74232094
101,2,50,pSIA2,0,0,14.15813437
101,2,55,pSIA2,0,0,15.57394781
101,2,60,pSIA2,0,0,16.98976125
101,2,65,pSIA2,0,0,18.40557469
101,2,70,pSIA2,0,0,19.82138812
101,2,75,pSIA2,0,0,21.23720156
101,2,80,pSIA2,0,0,22.653015
101,2,85,pSIA2,0,0,24.06882844
101,2,90,pSIA2,0,0,25.48464187
101,2,95,pSIA2,0,0,26.90045531
101,3,100,pSIA2,0,0,28.33073675
101,3,25,pSIA2,2761,3,8.583567134
101,3,30,pSIA2,5397,4,10.79068729
101,3,35,pSIA2,1096,4,12.50996956
101,3,40,pSIA2,21,4,13.78389701
101,3,45,pSIA2,0,0,13.54445477
101,3,50,pSIA2,0,0,14.88750683
101,3,55,pSIA2,0,0,16.23134843
101,3,60,pSIA2,0,0,17.57266758
101,3,65,pSIA2,0,0,18.91474964
101,3,70,pSIA2,0,0,20.25860675
101,3,75,pSIA2,0,0,21.60301399
101,3,80,pSIA2,0,0,22.94521026
101,3,85,pSIA2,0,0,24.28771917
101,3,90,pSIA2,0,0,25.6302873
